id;is_misinfo;Texts
1,38752E+18;0;"Got my 2nd dose of the Moderna Vaccine.
Fully vaccinated now.
With or without a mask, I'm ready to return to normal.
#COVID19Vaccine 
#CovidVaccine 
#vaccinated 
#VaccinesWork"
1,34224E+18;0;pls if u eat hot dogs , dont worry about whats in the vaccine ...
1,38742E+18;1;Hey, wanna #NoVaccine #andchill? #CV19 #bloodclots #ExperimentalGeneTherapy #depopulation #masspsychosis #Moderna #AstraZeneca #JohnsonandJohnson #fullyunvaccinated #WHO #arrestgates #arrestfauci #MedicalTyranny #ivermectin #hcq #HydroxyChloroquine https://t.co/hpalHQ5cDc
1,37361E+18;1;sylvester stallone's net worth - Google Search - zero , now a destitute Prostitution prosthetics prostatectomy protests , Stain Home Stalin . Real Vampires plastic cups syringes poison vaccine PM of Canada silences , them . DRAINO.  https://t.co/Pcx5AA2dxV
1,34605E+18;1;"Raising concern over the safety of an untested vaccine is unacceptable for Sanghi guniea pigs
Scumbags just volunteer inject yourself and prove it works"
1,34431E+18;0;I'm getting the vaccine tomorrow! I'm excited that I'll be able to help keep everyone safe around me.
1,38827E+18;0;Pfizer to start shipping coronavirus vaccine to Canada https://t.co/495Dk8Sh4m
1,36034E+18;0;Today, I got my first vaccine. After all the scars and stress of 2019, I am so overwhelmingly relieved.
1,36033E+18;0;"Just had my first #COVIDVaccination the Oxford Astrazeneca today. The  Very busy little place but it went well cos everyone behaved well. Next jab in 3 months.
Stay safe everyone.
#NHS"
1,34653E+18;0;Y’all I just booked a spa day for myself after I get my second vaccine dose and OMG I AM SO FUCKING EXCITED!
1,36046E+18;0;I got my first dose of the vaccine today, on another note, I am also gay now
1,35833E+18;1;"They are never going to let it end.
Not until everyone has the experimental jab which is not a vaccine.
Why? Depopulation to build back better.
Less people = less population
The New Green deal or the The Great Reset, same thing.
Are billions of humans are consuming too much? https://t.co/WhxEKAy4ed"
1,34437E+18;0;Got my first dose of the covid vaccine tonight after working day in day out in covid bays. I could barely sit still I was that excited !
1,34405E+18;0;"Thrilled to get my #CovidVaccine today @ConeyIslandHosp ! Everyday since March I worried I might bring COVID home to my family-so grateful for this vaccine to protect me &amp; them. I will still #MaskUp #SocialDistance ! #NYCVaxChamp #IGotTheShot #IDtwitter #MedTwitter @IDSAInfo https://t.co/uNgG9KvfcA"
1,34406E+18;0;Today I got the Covid-19 vaccine. I’m so grateful for the opportunity. It’s so important that everyone does their part to keep our community safe. https://t.co/h9YTxXzHnz
1,35927E+18;0;"Hey everyone , <U+0001F60A> I just got a call from Health &amp; Human Services here in my town about me getting the vaccine tomorrow at noon. I have NVR in my Life so happy to have a needle in my arm. <U+0001F44A><U+0001F44A><U+0001F44A><U+0001F44A>"
1,34683E+18;0;if you ship real people the vaccine should worry about what is in you
1,37141E+18;1;Just waiting for UK to be the last country to halt a potentially dangerous vaccine of course
1,34432E+18;0;"We're so excited for everyone who has received the COVID vaccine! Please continue to share your photos with us. Just send to membership@wismed.org 

Find COVID-19 resources at https://t.co/r9cctxl4w6 https://t.co/K2TMpDiDlI"
1,35921E+18;1;Local Radio Reports ‘Many Dying’ in Israel Following Pfizer Experimental mRNA Injections https://t.co/HQ4YeYLQvH
1,39045E+18;0;Vaccine is booked, safe to say that I’m stoked to get poked.
1,34224E+18;0;if you’ve entered the bathrooms at underhill,,, don’t worry about what’s in the vaccine
1,34678E+18;0;if u willing eat the mcrib , do not worry about what’s in the covid vaccine
1,37415E+18;0;I just scheduled my first covid vaccine shot for this Thursday.
1,38997E+18;1;"Another death from the jab and a member @DominicCardy of the elite satanic cult propagating death,destruction and depopulation tells people to ""ignore"" concerns and warnings of vaccine danger.
https://t.co/Y1jcLUn3AM"
1,3465E+18;0;Morning I got my second dose of the vaccine today let’s celebrate https://t.co/Nnzd0OdRiv
1,34696E+18;0;Imagine how fucking bleak the world would be looking now if the vaccine hadn’t been made yet
1,34683E+18;1;"EXPERIMENTAL COVID-19 MRNA VACCINES ARE OPERATING SYSTEM DESIGNED TO PROGRAM HUMAN DNA, SAYS MODERNA
Published: January 5, 2021

https://t.co/qSEUZi8BxL"
1,34657E+18;0;Hey! I got my first Moderna Covid 19  shot at 11am Central Time today !
1,39036E+18;0;"There’s still so much negativity on social media &amp; IRL but zoom out for a moment. The development, manufacturing and distribution of a novel vaccine in record time is an incredible achievement. This a testament to human progress and we should be grateful of our science community."
1,37414E+18;1;Would someone really go get the experimental gene therapy vaccine just to get a free donut? God I hope not.
1,34324E+18;0;if u dont wash ur feet in the shower, dont worry about what's in the vaccine
1,37387E+18;0;Super grateful for my brother right now - and I’ve got my 2 Pfizer doses scheduled!!!
1,34397E+18;0;First injection complete! #EMSvax #COVID19 #vaccine #grateful https://t.co/4ApFP0SwRy
1,38601E+18;1;"There can never be vaccines
All vaccines are phony.
Because he didn't even make it clear that this virus is a Bioweapon? Or is it from nature?
How can you have a vaccine?
Never in the history of mankind has a vaccine been produced in just 60 days or 6 months. https://t.co/go75k283Yy"
1,34218E+18;0;If you had this in 2014 then don’t worry about what is in the vaccine <U+0001F98B> https://t.co/IagJBwLATe
1,37145E+18;1;"It is impossible to bring a drug to market without problems when it has not been through the test protocols.
The real questions are what happens in years to come with gene therapy, which the jab is.
https://t.co/0bpJojufl0"
1,37295E+18;0;"It's official! Got the @JNJNews vaccine along with my mom and uncle. 1 dose done... @TheCentersOhio #vaccinated #vaccine <U+0001F489> #CovidVaccine #COVID19 Stopper.
#StopTheSpread

<U+270C><U+FE0F><U+2764><U+FE0F> https://t.co/IkElQuyoqv"
1,39041E+18;1;"Self-replicating covid vaccine technology began as race-specific depopulation bioweapons under Apartheid

Brighteon https://t.co/wnWIfeWjLZ"
1,35823E+18;1;I can't for the life of me get why people want to take the vaccine.  It isn't even a vaccine.  It is an experimental biological agent.  And it won't stop transmission of the virus, as per Dr. Fauci (Dr. Faustian), the U.S. Surgeon General, and the WHO.  So, why?
1,34222E+18;0;If you don't love me don't worry about what's in the vaccine
1,34224E+18;0;If you've ever used the toilet on a Greyhound bus, don't worry about what's in the COVID vaccine. https://t.co/QlzLTvTaqn
1,38784E+18;0;"I just received my first dose of the Moderna vaccine! 

Anyone who knows me knows I have a huge fear of needles (despite my tattoos and weekly hormone shots) and if I can do it then I guarantee you can do it too. #vaccinated #VaccinesWork"
1,36038E+18;0;WOO HOO!!!   Got my first Covid vaccine!
1,34223E+18;0;If you use the bathroom in Wolf Points Town Pump, don’t worry about what’s in the covid vaccine.
1,34651E+18;0;Got my second Pfizer COVID-19 vaccine https://t.co/RuS6RfauPq
1,37328E+18;0;"Had the AZ vaccine yesterday &amp; the only side affect I’ve noticed is I can no longer lie about my age"
1,37364E+18;1;Crowd Singing<U+0001F3B6> Stick your poison Vaccine up your arse https://t.co/U4QN4vfCvq
1,34224E+18;0;if you’ve ever slept with a man named luke don’t worry about what’s in the vaccine
1,36098E+18;1;"The ""vaccine"" is evil and from the 80% depopulation &amp; ""purple revolution"" cabal. It'll decrease lifespan by causing cancer, other diseases, etc. &amp; cause sterility. The ""virus"" is really flu/pneumonia and meant to drive people towards the vaccine"
1,35997E+18;0;WIn win today - second vaccine shot and even with a 90-minute drive home, I beat the snow! #Vaccinated #WinterDriving https://t.co/Lw08LEyjxC
1,37329E+18;0;is the vaccine fuckin y’all up that bad omg ???
1,39003E+18;1;"<U+0001F447><U+0001F9D0>
DARPA-Funded Race-Specific, Self-Replicating Vaccine Bioweapons Revealed! – Mike Adams (Must Video) https://t.co/LRNuqJWNQ0"
1,35924E+18;0;Just got my 2nd Covid Vaccine dose!  #WearAMask #GetVaccinated #BelieveScience https://t.co/XhXWnulWYN
1,37413E+18;0;I got my first shot of vaccine today and other than 2 Black people working , I was the only Black person getting a vaccine. Out of at least over 100 or more people there . I’m thankful , but I’m wondering if my Black brothers and sisters are just refusing to get the vaccine . Sad
1,39028E+18;0;"#OuchieFauci Save a life! Get a vaccine today!

‘Doomsday scenario’: Lagging vaccine rates stir fears of dangerous variants https://t.co/Col4DfUIe4 #SmartNews"
1,34221E+18;0;if you skip hello stranger or i am you dont worry about what's in the vaccine
1,39045E+18;0;"How is Pfizer's highly-effective COVID-19 vaccine made; step-by-step process explained https://t.co/EChMfyAdku via @ibtimes_india"
1,38826E+18;1;"Scary thought.

First they inoculate all the willing servants by saying it's an untested vaccine. Only blind followers will take it.

Once they have no more volunteers, they release the weaponized coronavirus. 

Only the loyal servants and their masters remain."
1,36024E+18;1;What if the covid vaccine is gene therapy? I’ve had two clients get the full round of vaccines and get covid a few weeks later <U+0001F914> This is Aquarius new moon has me thinking.....
1,38812E+18;1;"Clinical #news : Highs &amp; Lows

@moderna_tx  to manufacture ~3B #COVIDVaccine doses in 2022 

@cvspharmacy launches $100M #Venture fund, CVS Health Ventures #cvspharmtech 

@adverumbio reports disappointing results from gene therapy study; shares<U+0001F44E> $ADVM 
https://t.co/JDyVlsctTe https://t.co/7CsT4US57I"
1,34649E+18;1;"Imagine taking a deadly vaccine for a non deadly virus.

The_Void

https://t.co/2Jkzen2obz"
1,34645E+18;1;The Covid Vaccine is a Bioweapon https://t.co/6UVLoMmPdK via @BitChute
1,35891E+18;1;"This is driving me crazy (why do people keep calling the ""Rushed Experimental Drug Trail"" and Covid-19 vaccine)?

FACT - The is no FDA-approved vaccine to prevent CV-19

They don't even know if the ""Rushed Experimental Drug Trail"" will prevent infection. https://t.co/S3JuO5gk2I https://t.co/we1ssCaRcN"
1,3736E+18;1;"Just click continue below bogus warning to view excellent article!

Using “Herd Immunity” Excuse for Gene Therapy Vaccine on Kids https://t.co/l2B8TvdcLL via @grtvnews"
1,34696E+18;0;Tracking the coronavirus vaccine, state by state https://t.co/XBiYQt8fWG
1,38557E+18;0;if you eat burger king, you don’t gotta worry about what’s in the vaccine
1,34368E+18;0;Recieved my first COVID vaccine clinic assignment for next week. Sounds like I may be booked every Thursday for the next several months so I might have to drop out of @CORTSupercars depending on how much travel I have :(
1,34374E+18;1;Depopulation- Vaccine.  GetGuns- Stimulus checks.     Make people dependant on Government not God GOAL . Christians wake up
1,35889E+18;1;I have no intentions of taking the new experimental gene therapy. (What the government are calling a vaccine for Covid-19). Are you doing anything to protect my rights as an employee if the company I work for decides that all employees must take part in this experimental jab?
1,39027E+18;0;"We are grateful to @NIHDirector for showcasing our @SternLab and @ClalitResearch collaborative study in his blog

It showed an excess proportion of specific variants within (rare) vaccine breakthrough cases, hinting differential VE for infection by variant
https://t.co/3EvTEZjr6W"
1,34656E+18;0;Oh, I also get my first COVID vaccine today in less than an hour! I'll report back in a few hours!
1,34304E+18;0;If you like the new Carti dont worry about what’s in the vaccine <U+0001F602><U+0001F602><U+0001F602> #COVID19 #playboicarti
1,3453E+18;1;"COVID ‘VACCINES’ ARE MEDICAL EXPERIMENTS ON HUMANITY

Antibody Dependent Enhancement

Risks of Overriding Our DNA

Infertility

PEG

Cancer Risk

Risk Reduction

About the Trials

No Long-Term Safety Studies

Moderna and Pfizer History

Adverse Outcomes

https://t.co/G92K29jeF0"
1,3466E+18;1;"https://t.co/45RfpKEYJL
Straight from their website... This vaccine is a tracking device.  If you take the vaccine you will be chipped like cattle.  #thatsanoformedawg"
1,37161E+18;1;"U.S. Depopulation Agenda

""It’s govt policy to reduce the population of the Earth by 2 to 3 bln pple.

We won't accept ur vaccine..u are the very representative of death itself..We are sick of hell &amp; we are sick of death.… ur agreement with hell will be broken.”
 Louis Farrakhan https://t.co/DvxPciqyp9"
1,38795E+18;0;Pfizer gave me a second shot. #vaccinated #VaccinesWork #healthiswealth https://t.co/XGx70dgfBO
1,39002E+18;0;Earlier I wandered around empty junior high sports fields while waiting for my son, who received his 2nd dose of Moderna in the building. I am so grateful and relieved. https://t.co/f8yeQmId5N
1,39014E+18;0;"So grateful to drive my 16 year-old to get her vaccine last week &amp; looking forward to her younger brother getting his soon. Vaccinate yourself &amp; your family &amp; tell your friends. If folks have questions, ask a doctor. Helpful links &amp; info<U+0001F447>
#ThisIsOurShot 
https://t.co/dEb6NY1iEp"
1,38778E+18;0;"#Vaccinated 
Got my second dose today at Banaras Locomotive Works/Varanasi, Feeling pretty, Thankful for the bright minds and hard work that made this vaccine possible. Hopeful for brighter days ahead.
#Covaxin  #seconddose #blw https://t.co/fpZChExkl3"
1,35844E+18;1;"#TrudeauVaccineFailure little coward put his hopes &amp; our money on chinese vaccine, which only has a 50% effectiveness.

Cdns, build up your immunity with Vit C, Vit D , Zinc &amp; an immune booster.  DO NOT DEPEND on an experimental vaccine.  Clincial trials were only months not Yrs https://t.co/T6JHbBy4N0"
1,35835E+18;1;"Stop calling this a vaccine. It’s experimental gene therapy modifying a persons DNA. This is a Globalist injectable. This is a government coerced medical intervention.

The NHS vaccine leaflet spells out 2 things - the virus isn’t dangerous and the vaccine isn’t known to work."
1,34659E+18;0;Y’ALL!!!!! I just got my first dose of the Moderna COVID-19 vaccine! https://t.co/sjESXIow1O
1,36104E+18;1;"""Pfizer has a history of dishonesty and Fraud and has been a habitual offender persistently engaging in illegal and corrupt marketing practices""
Yet, oh yea but trust them on a experimental covid19 vaccine?
https://t.co/M8WKF9PpRX"
1,37378E+18;0;"Grateful for beautiful weather &amp; the vaccine that allowed us to see my mom for the first time in months (note—there are two essential ppl in this photo who’ve received their shots. Can’t wait to get mine!) https://t.co/H5VbRGyM5q"
1,38828E+18;0;Got my second vaccine. Can't wait to still wear a mask outside so no one mistakes me for a republican.
1,38783E+18;0;Second dose complete! Can’t wait to feel bad during my long weekend <U+0001F912> #AstraZeneca #seconddose #FullyVaccinated #vaccinated https://t.co/H9rx445GHe
1,34411E+18;1;"The ""vaccine"" is from the 80% depopulation &amp; ""purple revolution"" cabal. It'll decrease lifespan by causing cancer, other diseases, etc. &amp; cause sterility. The ""virus"" is meant to drive people towards the vaccine. Ties to spygate. See pinned thread. https://t.co/0heTaDzoIu"
1,38739E+18;0;Vaccines are the ticket to getting back to summertime fun in ballparks and at concerts. Let’s get the joy back - roll up your sleeve for a COVID-19 vaccine! #VaccinesWork https://t.co/kW6RdYIvW6
1,34663E+18;0;if you're nishida you don't have to worry about what's in the vaccine
1,34657E+18;0;Received my first COVID vaccine dose today! Let pharmacy do some of the vaccinating and hopefully we’ll soon get out this hell! #COVID19 #CovidVaccine
1,35932E+18;0;Got my first shot of COVID-19 vaccine <U+0001F60A> https://t.co/kxCqXWQTeo
1,39045E+18;0;Aye man I took that first does of Pfizer today and my arm sore af.
1,3602E+18;1;"If you receive the Covid-19 Vaccine you are officially participating in a clinical trial of an experimental drug....that's why the offer you $$, Weed and commuted sentences in prison to intice you to take the Vaccine. #BeyondTuskegee #NoVaccines 
https://t.co/pErJyZFhdy"
1,39004E+18;0;Am feeling grateful and blessed today, have received my first vaccine alongside my daughter - it’s such a relief and a privilege https://t.co/SSqlCN1zsy
1,37379E+18;0;This is the face of a girl who has just gotten the COVID-19 vaccine #grateful <U+0001F60A> https://t.co/akFr9zisoT
1,37369E+18;1;Using “Herd Immunity” Excuse for Gene Therapy Vaccine on Kids -  https://t.co/pPxh3C0zMR
1,34637E+18;1;"Everyone knows Fauci lies, but no one asks WHY he lies about the specific things he lies about. Read FDA's fast tracking ""Emergency Use Authorization"" rules and you'll see these were CUSTOM TAILORED lies designed to support launch of experimental gene therapy aka ""the vaccine"""
1,37327E+18;0;god i can’t wait for my nan to get that last vaccine i need to get out of my house i’m fucking over it
1,3463E+18;1;"Influenza IFR = SARS2 IFR.

So, one would be led to believe that we should be under lockdowns, mask mandates in perpetuity. Oh, yeah, take the experimental, unapproved vaccine, or else."
1,37233E+18;1;"Italy pursues manslaughter investigation against AstraZeneca killer vaccine.https://t.co/MPjUGBph4m

— Rocco Galati (@roccogalatilaw) March 17, 2021"
1,3465E+18;0;If you smoke cigarettes don’t even worry about what’s in the vaccine.
1,34616E+18;0;my mum just got her covid vaccine :)))
1,38733E+18;0;Past 2 million vaccine doses given today!!!!! 47 days for the first million 19 days for the second million #covid19 #VaccinesWork #COVID19Vaccine
1,35832E+18;1;"RT @drsimonegold: India has seen this before: they know all too well the deadly cost of rushing experimental vaccines. Today, Pfizer was blocked again—now barred from the two most populous countries on earth.

Wake up, America.
https://t.co/HQmaTOGKPl https://t.co/JcUzjzihbX"
1,38719E+18;0;"My piece for today's @RisingKashmir Debunking #vaccination myths
#CovidVaccine #COVID19 #Kashmir #CovidIndia #CoronaVaccine #AstraZeneca #Pfizer #Moderna #Covishield #GetVaccinated

https://t.co/KlBURGcBHp"
1,38589E+18;1;Deadly Vaccine-Hesitancy: A Facility Outbreak in Kentucky https://t.co/90x6rV06z6 via @dailysoundnfury
1,37405E+18;0;"Humbled, delighted, proud but above all, thankful to have had my Covid-19 vaccination today. Deepest thanks to all involved from the #Clinicaltrial @AstraZeneca &amp; @UniofOxford.
From the norm of 10 years to 10 just months, huge kudos to the teams<U+0001F44F>"
1,35933E+18;1;Many Dying in Israel Following the Experimental Pfizer COVID mRNA Injections https://t.co/jjR4qVXtwt via @wordpressdotcom
1,37399E+18;1;"My husband had a conversation with someone who said they are waiting to get the vaccine because it's ""experimental gene therapy."" Quick internet search on that phrase revealed 1 article correcting that statement followed by 8 conspiracy stories. <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F> https://t.co/vyaNqafqgn"
1,38594E+18;1;"But anti vax <U+0001F921> propaganda assured me that it wasn't a vaccine, that it was gene therapy and that it would kill people. 

Great news from Israel. 

https://t.co/dLGLR3I57V"
1,36041E+18;0;I am surprised how extraordinarily relieved I am to have received my first shot of a vaccine. Nearly elated. In my generation, we trust science and believe in vaccines.
1,36026E+18;0;are you getting the vaccine?
1,37413E+18;0;Big day tomorrow my second vaccine thanks nhs a little bit safer <U+0001F44D><U+0001F64F>
1,3466E+18;0;If you ate the food at band camp, don't worry about what's in the vaccine
1,34422E+18;0;Many congratulations to @AstraZeneca and @UniofOxford on the approval of their coronavirus vaccine. Very grateful for all the hard work and innovative science that has made this breakthrough possible - a vital step in the battle against Covid-19
1,34373E+18;0;GOT MY FIRST DOSE OF THE VACCINE TODAY!!! I’m so fucking happy!! Is there a part of me that’s nervous about this vaccine? Of course! BUT I would do anything for music and festivals and crowds again so I proudly got that shot and am grateful to be one step closer to the end <U+0001F49C><U+0001F49A><U+0001F49C>
1,37294E+18;0;"GET VACCINATED

#vaccinated #vaccine #CovidVaccine #COVID19 

Come A Little Bit Closer https://t.co/j61ZWw8ZHy"
1,36036E+18;0;I wanna work in a vaccine clinic so badly
1,38792E+18;0;"2nd Vaccine Shot, today<U+0001F642><U+0001F389>
#Moderna 
#vaccinated 
#VaccinesWork https://t.co/kCgbYtCAnL"
1,35949E+18;1;"India has seen this before: they know all too well the deadly cost of rushing experimental vaccines. Today, Pfizer was blocked again—now barred from the two most populous countries on earth.

Wake up, America.

https://t.co/HQFQZzEdqK https://t.co/mscXKIWFPe"
1,37408E+18;0;In other news! My mom got the Vaccine today!!! Fuck You COVID!!!
1,34659E+18;0;if u kin eren don’t worry about what’s in the vaccine
1,35924E+18;0;Just got my second dose of the Moderna vaccine. I’m excited to find out what my new mutant superpowers will be. I’ll keep y’all posted. (new image with redacted info) #modernavaccine #iamvaccinated #mutantsuperpowers https://t.co/v5MWp2cbpU
1,34687E+18;0;if you had street food in Pakistan, you don’t need to worry about whats in the vaccine
1,34363E+18;0;Got my first COVID-19 vaccine this morning. Can’t wait to kick this damn virus to the curb! https://t.co/ujjrFbzbdG
1,34689E+18;1;"EMA,EC has granted conditional marketing auth to Moderna s  covid jab, meaing vital data are still missing as in all dangerous experiments, requiring everyone to give informed consent, have right to refuse, a human right irresp of profession, race, nat
https://t.co/oiAJqctQ9H https://t.co/frnRqRPmq1"
1,34281E+18;1;"The UK population is 66,650,000. They want me to take a rushed &amp; experimental vaccine for a virus which in almost a year has killed 6 people in my age group without a serious pre-existing health condition. No thanks..."
1,37386E+18;0;I got my second Pfizer shot today. Thank you so much, scientists. #vaccinated #grateful
1,38759E+18;0;"Tomorrow will be two weeks since my second Moderna shot. After 15 months of quarantine &amp; cooking every meal, I am going to celebrate by ordering my son and I a pizza. The question is do I get 1 pizza or do I truly celebrate &amp; order pies from multiple places? #pizza #vaccinated"
1,38716E+18;0;If you’ve ever accepted drugs from a stranger at a rave, don’t worry about what’s in the vaccine just go get it
1,38756E+18;0;"<U+0001F914> I ain't taking a #vaccine <U+0001F60F> &amp; won't <U+0001F612> They hit the GO button, &amp; all the #vaccinated drop dead <U+2708> then what <U+0001F635><U+0001F628> MFs ain't even thinking <U+0001F914> I think reactive drugs gon be in the #chemtrails <U+0001F635><U+0001F914>"
1,38554E+18;1;And here we go again when is this nonsense going to stop all part of the UN signed agenda 21 first roll out a HOAX Virus then fear people into taking a dangerous vaccine
1,35974E+18;1;"#BillGates and his #Eugenics plans for you.
And he has been promoting these #Vaccine depopulation plans for many years.
#bcpoli #onpoli #canpoli #cdnpoli https://t.co/q4Dow120j1"
1,38792E+18;1;"Pfizer COVID shot not only neither confers immunity, nor prevents transmission but it infects others! Does not sound like a vaccine, sounds like a bioweapon. But wait, the 5 doctor round table I shared earlier already told us that.

https://t.co/TuGPq5C1MJ"
1,37329E+18;0;Sister Jean gets the vaccine and seat at the NCAA Tournament https://t.co/nq5ukeOGqw
1,38788E+18;0;"Pfizer X2 as of today. Get #vaccinated Any short term effects are worth the long term gain
#COVID19 https://t.co/YG6xKGpy70"
1,36028E+18;0;I had my second dose of my pfizer vaccine yesterday,  so far feeling good. Just arm soreness.  If yall have any questions feel free to ask:) #COVIDVaccine
1,34435E+18;0;Words cannot describe how excited I am to get the Covid vaccine. Take the two doses and shove them right in my ass cause I'm so ready for this shizzshow to come to a fucking end.
1,34394E+18;0;Thank you to our local School Nurse Health Heroes! Grateful for the SMCHD and SMCPS partnership that offered all school nurses the COVID -19 vaccine.  HES’ own Nurse Page shared, “I am so honored.” Thanks for answering the call to help give vaccines! #superheroes #Heronstrong https://t.co/DGWXFb9dK3
1,37412E+18;0;I get my second vaccine on Thursday 8 week's since my first.. Amazing .. Thank's N.H.S. #COVID19
